Edad;IngAnual;TipVivienda;AntLaboral;DestPrestamo;CalifPrestamo;MontoPrest;TasaInteres;Default;PorcPrestamo;DefaultHistorico;MesesHistorial
23;43200;ALQUILER;7;GastosMedicos;C;5000;12.87;0;0.12;Y;3
26;43680;ALQUILER;5;GastosMedicos;B;5000;10.65;0;0.11;N;4
22;37900;ALQUILER;2;GastosMedicos;B;5000;12.18;1;0.13;N;2
22;43000;HIPOTECA;1;PagoDeudas;A;4000;7.88;0;0.09;N;4
26;44000;ALQUILER;4;GastosMedicos;A;5000;8.9;0;0.11;N;3
22;44004;ALQUILER;2;Educacion;A;5000;8.9;0;0.11;N;3
24;38500;ALQUILER;0;GastosMedicos;D;5000;14.84;1;0.13;N;2
22;43000;HIPOTECA;0;Educacion;A;5000;7.14;0;0.12;N;2
24;37000;HIPOTECA;7;PagoDeudas;A;6250;7.14;1;0.17;N;4
22;45000;ALQUILER;3;Empresa;B;5000;12.42;0;0.11;N;2
22;43000;HIPOTECA;3;Educacion;A;2000;;0;0.05;N;3
22;45000;ALQUILER;3;GastosMedicos;B;5000;9.91;0;0.11;N;3
25;43000;HIPOTECA;5;PagoDeudas;A;10000;7.88;0;0.23;N;3
25;45000;ALQUILER;2;GastosMedicos;C;5000;;0;0.11;N;4
25;43000;PROPIO;5;Empresa;A;8000;7.14;0;0.19;N;4
22;43000;HIPOTECA;5;GastosMedicos;B;7000;10.62;0;0.16;N;4
24;43000;HIPOTECA;3;Personal;A;11500;7.88;0;0.27;N;2
24;43000;HIPOTECA;6;PagoDeudas;C;9250;13.11;0;0.22;N;2
24;39000;ALQUILER;1;PagoDeudas;E;5000;16.77;1;0.13;Y;3
25;45000;ALQUILER;0;Personal;B;5000;10.74;0;0.11;N;4
22;45000;ALQUILER;3;Personal;B;5000;11.11;0;0.11;N;3
23;43000;HIPOTECA;3;PagoDeudas;A;9800;8.59;0;0.23;N;2
22;39000;ALQUILER;2;GastosMedicos;C;5000;12.23;1;0.13;Y;3
24;45000;ALQUILER;0;GastosMedicos;A;5000;7.88;0;0.11;N;3
22;45000;ALQUILER;6;Educacion;B;5000;11.36;0;0.11;N;4
22;43000;PROPIO;7;Personal;A;6000;7.74;0;0.14;N;4
23;45000;ALQUILER;3;PagoDeudas;A;5000;9.32;0;0.11;N;4
23;39000;ALQUILER;3;PagoDeudas;D;5000;15.37;1;0.13;Y;4
24;45000;ALQUILER;0;GastosMedicos;C;5000;13.79;0;0.11;Y;2
25;45000;ALQUILER;0;PagoDeudas;B;5000;11.89;0;0.11;N;3
23;45000;ALQUILER;0;Educacion;A;5000;7.75;0;0.11;N;3
25;45600;ALQUILER;6;PagoDeudas;C;5000;;0;0.11;N;2
23;39600;ALQUILER;4;GastosMedicos;D;5000;14.84;1;0.13;Y;2
23;45600;ALQUILER;4;Empresa;C;5000;14.22;0;0.11;N;4
23;45984;ALQUILER;7;Empresa;A;5000;7.14;0;0.11;N;4
24;39996;ALQUILER;0;Empresa;D;5000;14.11;1;0.13;Y;3
26;40000;ALQUILER;0;Personal;D;5000;15.99;1;0.13;Y;2
22;46000;ALQUILER;4;Educacion;A;5000;7.88;0;0.11;N;2
23;43000;HIPOTECA;1;Personal;A;9000;9.63;0;0.21;N;2
24;37000;HIPOTECA;0;GastosMedicos;C;8500;12.53;1;0.23;Y;2
22;43000;HIPOTECA;2;PagoDeudas;C;8500;12.09;0;0.2;Y;4
22;46500;ALQUILER;4;Empresa;B;5000;10.37;0;0.11;N;4
25;46800;ALQUILER;9;GastosMedicos;A;5000;6.76;0;0.11;N;3
21;46800;ALQUILER;2;Personal;A;5000;9.32;0;0.11;N;3
21;43008;HIPOTECA;0;Empresa;D;11200;15.31;0;0.26;N;3
24;46809;ALQUILER;4;PagoDeudas;B;5000;12.18;0;0.11;N;4
25;47000;ALQUILER;0;GastosMedicos;B;5000;12.42;0;0.11;N;4
23;47000;ALQUILER;0;Empresa;A;5000;8.9;0;0.11;N;2
23;47000;ALQUILER;4;Educacion;B;5000;9.99;0;0.11;N;3
26;47000;ALQUILER;1;Educacion;A;5000;7.14;0;0.11;N;4
26;43200;PROPIO;1;Educacion;C;17000;13.49;0;0.39;Y;2
22;43200;HIPOTECA;1;Personal;D;8400;16.77;0;0.19;N;4
23;43200;HIPOTECA;5;Empresa;B;10000;12.69;0;0.23;N;3
23;47184;ALQUILER;0;PagoDeudas;B;5000;10.25;0;0.11;N;2
23;47233;ALQUILER;7;GastosMedicos;B;5000;11.36;0;0.11;N;3
24;43200;HIPOTECA;4;Empresa;A;6350;7.49;0;0.15;N;4
25;41496;ALQUILER;7;Educacion;B;5000;10.83;1;0.12;N;3
25;43200;HIPOTECA;6;Educacion;C;3600;14.79;0;0.08;Y;2
26;43200;HIPOTECA;11;Empresa;C;6000;12.87;0;0.14;N;3
26;42000;ALQUILER;3;Personal;C;5000;13.99;1;0.12;N;3
22;48000;ALQUILER;7;Empresa;A;5000;6.99;0;0.1;N;2
23;37200;HIPOTECA;7;MejorasCasa;B;7000;10.59;1;0.19;N;2
22;43200;HIPOTECA;;Empresa;A;7975;7.49;0;0.18;N;2
21;42000;ALQUILER;2;Personal;D;5000;;1;0.12;N;4
23;37200;HIPOTECA;7;PagoDeudas;A;4000;7.66;1;0.11;N;2
23;48000;ALQUILER;5;PagoDeudas;B;5000;9.25;0;0.1;N;2
24;48000;ALQUILER;8;PagoDeudas;B;5000;9.99;0;0.1;N;4
23;48000;ALQUILER;2;PagoDeudas;A;5000;6.17;0;0.1;N;4
22;48000;ALQUILER;7;Personal;B;5000;11.12;0;0.1;N;2
24;48000;ALQUILER;6;Educacion;C;5000;13.11;0;0.1;Y;4
23;42000;ALQUILER;0;PagoDeudas;C;5000;;1;0.12;Y;2
21;37200;HIPOTECA;3;GastosMedicos;A;16800;6.17;1;0.45;N;2
22;43200;HIPOTECA;7;Personal;A;11000;5.42;0;0.25;N;2
24;43200;HIPOTECA;3;MejorasCasa;C;16000;;0;0.37;Y;2
22;48000;ALQUILER;6;Empresa;B;5000;;0;0.1;N;2
23;43200;PROPIO;6;Empresa;E;13000;15.95;0;0.3;N;2
23;43200;PROPIO;6;Educacion;C;2000;14.35;0;0.05;N;4
24;37200;HIPOTECA;2;GastosMedicos;A;8000;7.88;1;0.22;N;4
24;48000;ALQUILER;3;Educacion;B;5000;11.89;0;0.1;N;2
22;43200;HIPOTECA;6;Empresa;A;6000;7.51;0;0.14;N;3
26;37200;HIPOTECA;10;PagoDeudas;C;16000;13.11;1;0.43;N;2
22;48000;ALQUILER;2;PagoDeudas;B;5000;11.89;0;0.1;N;4
25;48000;ALQUILER;3;Personal;A;5000;9.63;0;0.1;N;3
23;48000;ALQUILER;7;Empresa;B;5000;8.7;0;0.1;N;3
22;48048;ALQUILER;2;GastosMedicos;B;5000;11.36;0;0.1;N;4
26;43200;HIPOTECA;10;MejorasCasa;B;2500;9.88;0;0.06;N;4
24;48200;ALQUILER;3;GastosMedicos;B;5000;10.38;0;0.1;N;2
24;43200;HIPOTECA;0;MejorasCasa;C;10000;14.26;0;0.23;Y;4
25;43200;PROPIO;9;Empresa;B;13800;11.48;0;0.32;N;2
22;43200;PROPIO;6;Personal;A;10000;9.63;0;0.23;N;3
22;43200;PROPIO;6;Educacion;A;6000;7.68;0;0.14;N;3
26;48996;ALQUILER;5;Educacion;A;5000;7.88;0;0.1;N;3
24;48996;ALQUILER;5;GastosMedicos;C;5000;13.79;0;0.1;Y;4
23;43236;PROPIO;1;Empresa;C;18000;12.87;0;0.42;N;2
24;49000;ALQUILER;4;GastosMedicos;B;5000;10.65;0;0.1;N;3
22;49000;ALQUILER;6;Empresa;B;5000;11.86;0;0.1;N;2
24;49296;ALQUILER;8;Educacion;A;5000;7.88;0;0.1;N;4
22;49560;ALQUILER;5;Educacion;B;5000;10.36;0;0.1;N;4
24;43300;HIPOTECA;2;PagoDeudas;B;24000;10.62;0;0.55;N;2
23;44000;ALQUILER;6;MejorasCasa;D;5000;16.77;1;0.11;N;2
22;50000;ALQUILER;6;PagoDeudas;A;5000;5.42;0;0.1;N;3
24;44000;ALQUILER;2;Educacion;C;5000;15.23;1;0.11;N;2
23;50000;ALQUILER;7;Educacion;B;5000;10.59;0;0.1;N;2
24;50000;ALQUILER;1;MejorasCasa;A;5000;7.49;0;0.1;N;2
24;55000;ALQUILER;6;PagoDeudas;C;9000;12.87;0;0.16;N;4
25;43500;HIPOTECA;2;MejorasCasa;A;9000;9.63;0;0.21;N;4
26;55000;ALQUILER;10;Educacion;E;9000;16.7;0;0.16;N;3
23;43600;HIPOTECA;4;Educacion;A;7000;7.49;0;0.16;N;4
23;43600;PROPIO;7;Educacion;C;15000;;0;0.34;N;3
23;49029;ALQUILER;1;GastosMedicos;A;9000;;1;0.18;N;2
24;56000;ALQUILER;8;MejorasCasa;D;9000;;0;0.16;Y;2
24;56000;ALQUILER;6;Personal;A;9000;7.29;0;0.16;N;2
23;56000;ALQUILER;7;Educacion;C;9000;13.35;0;0.16;N;3
23;57000;ALQUILER;1;Personal;A;9000;7.14;0;0.16;N;2
23;37700;HIPOTECA;7;PagoDeudas;A;10000;9.63;1;0.27;N;3
25;37700;HIPOTECA;7;Educacion;B;9000;11.58;1;0.24;N;2
26;57240;ALQUILER;3;Empresa;A;9000;7.51;0;0.16;N;3
23;57500;ALQUILER;2;GastosMedicos;B;9000;10.37;0;0.16;N;3
25;43800;HIPOTECA;0;Educacion;B;13000;10.38;0;0.3;N;4
23;57500;ALQUILER;5;Educacion;A;9000;6.91;0;0.16;N;2
26;37800;HIPOTECA;10;MejorasCasa;D;7000;14.96;1;0.19;N;4
25;57996;ALQUILER;4;PagoDeudas;B;9000;11.83;0;0.16;N;4
26;43873;PROPIO;;MejorasCasa;D;17500;16.32;0;0.4;N;3
24;58000;ALQUILER;6;Educacion;A;9000;7.29;0;0.16;N;4
24;58800;ALQUILER;4;Educacion;A;9000;;0;0.15;N;2
21;43971;HIPOTECA;5;Personal;A;4600;5.42;0;0.1;N;4
23;60000;ALQUILER;1;PagoDeudas;A;9000;7.51;0;0.15;N;3
22;44000;HIPOTECA;4;Educacion;B;10000;12.69;0;0.23;N;2
23;44000;PROPIO;7;Empresa;A;6400;7.51;0;0.15;N;3
26;60000;ALQUILER;0;Empresa;B;9000;10.59;0;0.15;N;3
22;60000;ALQUILER;5;Personal;A;9000;5.99;0;0.15;N;4
26;60000;ALQUILER;4;Educacion;C;9000;12.68;0;0.15;N;4
23;44000;HIPOTECA;4;Educacion;A;3200;7.51;0;0.07;N;4
23;60000;ALQUILER;2;GastosMedicos;A;9000;6.17;0;0.15;N;2
24;44000;HIPOTECA;;GastosMedicos;A;4000;;0;0.09;N;3
24;44000;PROPIO;9;Empresa;C;6000;15.96;0;0.14;Y;4
23;60000;ALQUILER;2;Empresa;A;9000;;0;0.15;N;4
23;44000;HIPOTECA;2;Empresa;C;4000;15.27;0;0.09;N;2
25;44000;HIPOTECA;6;MejorasCasa;A;7000;6.03;0;0.16;N;3
21;44000;HIPOTECA;2;PagoDeudas;A;12000;;0;0.27;N;2
24;44000;HIPOTECA;4;Personal;B;11200;10.99;0;0.25;N;4
23;60000;ALQUILER;0;Educacion;C;9000;13.61;0;0.15;N;4
22;60000;ALQUILER;3;PagoDeudas;B;9000;11.86;0;0.15;N;4
22;60000;ALQUILER;6;Educacion;A;9000;7.14;0;0.15;N;4
22;60000;ALQUILER;0;PagoDeudas;C;9000;;0;0.15;N;2
24;60000;ALQUILER;1;Empresa;B;9000;11.58;0;0.15;N;3
22;44000;HIPOTECA;2;Personal;A;3500;5.99;0;0.08;N;2
24;44000;HIPOTECA;7;Personal;B;10000;9.99;0;0.23;N;3
23;61041;ALQUILER;7;Personal;B;9000;11.36;0;0.15;N;2
22;62400;ALQUILER;6;Empresa;A;9000;8.49;0;0.14;N;3
25;62604;ALQUILER;2;Personal;A;9000;;0;0.14;N;3
26;64000;ALQUILER;3;PagoDeudas;A;9000;6.03;0;0.14;N;2
25;44000;HIPOTECA;2;Empresa;D;12000;14.54;0;0.27;N;2
26;44000;HIPOTECA;7;Personal;E;10000;17.14;0;0.23;N;4
24;65000;ALQUILER;5;MejorasCasa;A;9000;6.03;0;0.14;N;4
25;44000;HIPOTECA;5;Empresa;A;4000;5.79;0;0.09;N;4
22;44000;HIPOTECA;5;PagoDeudas;A;7200;7.29;0;0.16;N;3
24;44000;HIPOTECA;8;Educacion;A;2000;5.79;0;0.05;N;3
22;65000;ALQUILER;1;PagoDeudas;B;9000;9.91;0;0.14;N;4
24;44000;PROPIO;8;Empresa;A;14500;7.29;0;0.33;N;2
23;44000;HIPOTECA;;GastosMedicos;A;6000;5.42;0;0.14;N;4
23;59000;ALQUILER;0;MejorasCasa;D;9000;15.28;1;0.15;N;4
26;65000;ALQUILER;3;GastosMedicos;B;9000;11.86;0;0.14;N;4
24;44000;HIPOTECA;8;PagoDeudas;A;10750;6.17;0;0.24;N;3
26;44000;HIPOTECA;0;MejorasCasa;A;8475;6.91;0;0.19;N;4
23;44000;HIPOTECA;0;GastosMedicos;A;5500;6.17;0;0.13;N;4
23;69000;ALQUILER;7;Personal;B;9000;11.49;0;0.13;N;2
24;44000;HIPOTECA;;GastosMedicos;A;3600;5.79;0;0.08;N;2
22;70000;ALQUILER;3;Empresa;C;9000;13.49;0;0.13;Y;2
22;70000;ALQUILER;4;Educacion;B;9000;;0;0.13;N;2
23;44000;PROPIO;7;Empresa;C;5000;13.23;0;0.11;N;2
26;44000;PROPIO;10;Empresa;C;5000;;0;0.11;N;2
26;72000;ALQUILER;0;PagoDeudas;B;9000;10.74;0;0.13;N;2
24;38000;HIPOTECA;0;Personal;D;2500;15.7;1;0.07;N;2
23;72000;ALQUILER;2;Empresa;C;9000;13.47;0;0.13;N;3
25;72500;ALQUILER;2;MejorasCasa;B;9000;10.59;0;0.12;N;2
26;74000;ALQUILER;3;Personal;B;9000;10;0;0.12;N;3
25;44000;HIPOTECA;1;Empresa;C;10000;12.87;0;0.23;Y;2
22;75000;ALQUILER;2;PagoDeudas;B;9000;10.99;0;0.12;N;4
25;44000;HIPOTECA;7;MejorasCasa;A;5000;7.4;0;0.11;N;3
23;44000;HIPOTECA;2;Empresa;A;2000;7.4;0;0.05;N;4
23;69000;ALQUILER;8;Educacion;B;9000;9.63;1;0.13;N;4
23;69000;ALQUILER;1;Educacion;D;9000;14.09;1;0.13;Y;3
24;44000;PROPIO;8;Personal;D;9000;15.31;0;0.2;Y;2
24;77496;ALQUILER;2;Empresa;C;9000;12.84;0;0.12;N;4
25;44000;HIPOTECA;3;Empresa;A;3600;9.32;0;0.08;N;2
26;80000;ALQUILER;3;Empresa;A;9000;8.9;0;0.11;N;2
22;80000;ALQUILER;3;PagoDeudas;A;9000;6.91;0;0.11;N;3
26;80000;ALQUILER;0;Empresa;C;9000;13.16;0;0.11;Y;2
25;80000;ALQUILER;0;Educacion;C;9000;;0;0.11;N;2
26;80000;ALQUILER;0;Educacion;C;9000;10.91;0;0.11;Y;3
23;80400;ALQUILER;4;Personal;A;9000;7.51;0;0.11;N;2
23;83000;ALQUILER;7;PagoDeudas;B;9000;10.59;0;0.11;N;4
22;44000;HIPOTECA;1;PagoDeudas;B;18900;10.14;0;0.43;N;2
25;84000;ALQUILER;5;PagoDeudas;B;9000;11.36;0;0.11;N;2
22;38004;HIPOTECA;7;PagoDeudas;D;3600;17.27;1;0.09;N;4
23;44004;PROPIO;7;GastosMedicos;A;17000;6.62;0;0.39;N;2
26;84996;ALQUILER;0;GastosMedicos;B;9000;11.26;0;0.11;N;2
24;85000;ALQUILER;1;GastosMedicos;C;9000;13.92;0;0.11;N;4
21;44004;HIPOTECA;5;Empresa;B;7200;11.89;0;0.16;N;4
22;44004;HIPOTECA;0;Personal;C;6300;12.29;0;0.14;Y;3
24;86250;ALQUILER;1;MejorasCasa;B;9000;12.69;0;0.1;N;2
25;87000;ALQUILER;7;GastosMedicos;C;9000;13.49;0;0.1;N;4
23;88000;ALQUILER;5;GastosMedicos;B;9000;;0;0.1;N;2
22;44160;HIPOTECA;5;Empresa;C;3000;14.79;0;0.07;N;3
24;44160;OTRO;7;GastosMedicos;C;10000;13.22;0;0.23;N;4
25;44196;HIPOTECA;8;MejorasCasa;A;4000;7.51;0;0.09;N;3
25;90900;ALQUILER;9;Empresa;C;9000;13.22;0;0.1;Y;3
24;44208;HIPOTECA;2;Empresa;A;7000;7.51;0;0.16;N;3
23;92000;ALQUILER;7;Educacion;A;9000;6.92;0;0.1;N;2
24;83000;ALQUILER;8;Personal;D;9000;15.05;1;0.11;Y;3
23;44340;PROPIO;0;Empresa;C;3000;12.98;0;0.07;Y;3
26;38340;HIPOTECA;7;Personal;B;2500;12.18;1;0.07;N;4
23;44390;PROPIO;3;Educacion;B;14300;10.99;0;0.32;N;2
23;38400;HIPOTECA;2;PagoDeudas;D;15000;17.27;1;0.39;N;3
25;100000;ALQUILER;7;GastosMedicos;C;9000;11.34;0;0.09;Y;4
25;100500;ALQUILER;5;Personal;B;9000;;0;0.09;N;4
25;44400;HIPOTECA;9;PagoDeudas;A;6000;6.03;0;0.14;N;2
25;44400;HIPOTECA;6;Empresa;C;14125;12.99;0;0.32;N;2
22;110500;ALQUILER;2;Educacion;A;9000;5.79;0;0.08;N;4
25;115000;ALQUILER;2;MejorasCasa;A;9000;7.51;0;0.08;N;3
23;44400;HIPOTECA;8;Educacion;C;2500;12.68;0;0.06;N;3
26;44400;HIPOTECA;;Empresa;C;6500;14.35;0;0.15;N;2
23;44400;HIPOTECA;3;Educacion;A;6500;7.51;0;0.15;N;4
24;133800;ALQUILER;0;PagoDeudas;A;9000;7.9;0;0.07;N;4
23;140000;ALQUILER;7;Educacion;A;9000;7.14;0;0.06;N;3
25;44400;PROPIO;1;Personal;C;5000;12.72;0;0.11;Y;3
24;143000;ALQUILER;7;Empresa;E;9000;16.45;1;0.06;Y;4
24;24000;ALQUILER;5;GastosMedicos;B;8975;11.83;1;0.37;N;2
26;33000;ALQUILER;4;GastosMedicos;D;8975;16.02;0;0.27;Y;3
26;44470;HIPOTECA;2;PagoDeudas;A;4000;6.76;0;0.09;N;2
24;44475;PROPIO;1;Empresa;B;5000;10.65;0;0.11;N;3
26;52800;ALQUILER;4;Empresa;B;8975;10.99;0;0.17;N;2
23;44496;HIPOTECA;2;Empresa;A;3500;;0;0.08;N;4
25;34600;ALQUILER;0;Educacion;A;8950;6.17;0;0.26;N;4
23;33000;ALQUILER;1;Educacion;C;8950;13.22;1;0.27;Y;3
23;44500;HIPOTECA;4;Educacion;B;9250;9.62;0;0.21;N;3
25;63000;ALQUILER;3;GastosMedicos;A;8900;7.29;0;0.14;N;3
22;44500;HIPOTECA;3;Personal;C;15000;13.57;0;0.34;Y;4
25;19240;ALQUILER;0;MejorasCasa;B;8875;10.65;1;0.46;N;4
21;44500;PROPIO;6;Educacion;D;5000;13.87;0;0.11;Y;3
26;21312;ALQUILER;0;Personal;B;8875;10.59;1;0.42;N;2
23;23000;ALQUILER;2;Educacion;A;8875;8.9;1;0.39;N;2
22;23000;ALQUILER;1;PagoDeudas;B;8875;10.74;1;0.39;N;4
24;44582;HIPOTECA;8;Personal;A;5600;7.49;0;0.13;N;2
24;44600;HIPOTECA;5;GastosMedicos;B;20000;11.89;0;0.45;N;4
26;24500;ALQUILER;4;Personal;B;8875;10;1;0.36;N;2
21;26124;ALQUILER;3;Educacion;D;8875;15.62;1;0.34;Y;3
24;26400;ALQUILER;4;GastosMedicos;A;8875;6.62;1;0.34;N;4
24;28800;ALQUILER;2;Personal;B;8875;;1;0.31;N;2
25;30000;ALQUILER;1;Educacion;A;8875;7.51;0;0.3;N;4
24;44700;PROPIO;8;GastosMedicos;D;14400;15.37;0;0.32;Y;4
22;44720;HIPOTECA;6;Personal;A;6000;7.9;0;0.13;N;2
24;30000;ALQUILER;0;GastosMedicos;B;8850;;0;0.29;N;4
24;62000;ALQUILER;8;Personal;A;8850;6.62;0;0.14;N;3
22;23800;ALQUILER;2;Empresa;A;8800;9.32;1;0.37;N;4
26;44959;HIPOTECA;2;Personal;B;10000;11.71;0;0.22;N;2
23;46744;ALQUILER;4;Educacion;D;8800;14.96;0;0.19;Y;3
22;47000;ALQUILER;6;Educacion;A;8800;7.49;0;0.19;N;4
22;48000;ALQUILER;7;Personal;A;8800;6.62;0;0.18;N;4
23;45000;HIPOTECA;4;Educacion;C;8650;14.27;0;0.19;N;2
22;60000;ALQUILER;3;GastosMedicos;A;8800;8.9;0;0.15;N;3
25;45000;HIPOTECA;3;Educacion;A;9000;6.62;0;0.2;N;3
23;45000;HIPOTECA;4;PagoDeudas;B;10000;11.71;0;0.22;N;3
22;73700;ALQUILER;3;Educacion;F;8800;18.21;0;0.12;Y;3
25;75000;ALQUILER;7;Empresa;D;8800;14.59;0;0.12;N;3
25;80000;ALQUILER;;PagoDeudas;A;8800;7.51;0;0.11;N;2
24;108000;ALQUILER;6;Educacion;B;8800;10.99;0;0.08;N;4
25;45000;HIPOTECA;4;Empresa;C;10400;14.27;0;0.23;Y;2
23;44000;ALQUILER;1;GastosMedicos;C;5000;13.99;1;0.11;Y;2
23;44000;ALQUILER;3;GastosMedicos;D;5000;14.91;1;0.11;Y;2
24;50000;ALQUILER;6;GastosMedicos;A;5000;6.54;0;0.1;N;2
22;45000;HIPOTECA;5;GastosMedicos;B;6500;10.65;0;0.14;N;4
24;50000;ALQUILER;8;GastosMedicos;B;5000;9.25;0;0.1;N;3
23;45000;HIPOTECA;7;Empresa;B;14550;11.71;0;0.32;N;4
23;50000;ALQUILER;7;Educacion;B;5000;11.86;0;0.1;N;4
25;45000;HIPOTECA;9;Educacion;A;5000;;0;0.11;N;3
22;50000;ALQUILER;2;PagoDeudas;A;5000;7.88;0;0.1;N;4
24;50000;ALQUILER;7;Empresa;B;5000;11.36;0;0.1;N;4
25;45000;HIPOTECA;1;Empresa;A;3000;6.62;0;0.07;N;2
23;50000;ALQUILER;0;PagoDeudas;B;5000;10.25;0;0.1;N;2
23;50000;ALQUILER;7;PagoDeudas;A;5000;7.4;0;0.1;N;2
26;45000;HIPOTECA;4;Personal;A;11000;8.9;0;0.24;N;3
25;50000;ALQUILER;0;Personal;A;5000;;0;0.1;N;2
24;50000;ALQUILER;3;Personal;D;5000;14.74;0;0.1;Y;4
24;45000;HIPOTECA;8;Empresa;A;6000;7.51;0;0.13;N;4
24;50000;ALQUILER;2;Educacion;C;5000;11.03;0;0.1;Y;2
24;50004;ALQUILER;9;Empresa;C;5000;;0;0.1;N;4
24;50004;ALQUILER;5;Personal;A;5000;7.14;0;0.1;N;3
21;50252;ALQUILER;4;PagoDeudas;B;5000;11.46;0;0.1;N;2
23;44400;ALQUILER;4;Empresa;D;5000;16.29;1;0.11;Y;4
23;50400;ALQUILER;3;Empresa;B;5000;10.38;0;0.1;N;2
24;39000;HIPOTECA;3;PagoDeudas;D;4150;17.58;1;0.11;Y;2
22;50433;ALQUILER;6;Empresa;B;5000;10.71;0;0.1;N;4
21;50500;ALQUILER;0;GastosMedicos;B;5000;10.37;0;0.1;N;3
24;50793;ALQUILER;6;Personal;A;5000;6.62;0;0.1;N;4
21;45000;PROPIO;2;Empresa;A;6000;;0;0.13;N;2
21;45996;ALQUILER;5;PagoDeudas;D;5000;;1;0.11;Y;3
25;45996;ALQUILER;2;PagoDeudas;G;5000;;1;0.11;Y;4
24;45000;HIPOTECA;0;GastosMedicos;B;3000;;0;0.07;N;3
25;39000;HIPOTECA;5;Personal;C;8500;14.65;1;0.22;N;4
22;45000;PROPIO;4;Personal;A;7000;6.62;0;0.16;N;3
23;45000;HIPOTECA;6;GastosMedicos;B;5600;11.71;0;0.12;N;3
22;21000;ALQUILER;1;Personal;A;8500;7.51;1;0.4;N;4
26;45000;HIPOTECA;6;GastosMedicos;C;6000;14.27;0;0.13;Y;4
24;24000;ALQUILER;1;Personal;A;8500;7.9;1;0.35;N;3
25;45000;HIPOTECA;5;Personal;B;3800;10.65;0;0.08;N;2
25;24000;ALQUILER;2;Empresa;B;8500;9.88;1;0.35;N;4
26;24996;ALQUILER;3;Empresa;A;8500;6.91;1;0.34;N;4
24;25000;ALQUILER;0;Empresa;B;8500;11.71;1;0.34;N;3
23;25000;ALQUILER;2;Educacion;A;8500;6.03;1;0.34;N;3
26;25000;ALQUILER;3;GastosMedicos;B;8500;11.71;1;0.34;N;2
25;25000;ALQUILER;0;GastosMedicos;C;8500;12.53;1;0.34;Y;2
24;25000;ALQUILER;0;MejorasCasa;B;8500;12.21;1;0.34;N;2
24;45000;HIPOTECA;2;Empresa;A;9050;6.62;0;0.2;N;4
25;25000;ALQUILER;4;PagoDeudas;B;8500;11.26;1;0.34;N;2
21;25200;ALQUILER;3;GastosMedicos;C;8500;13.61;1;0.34;Y;2
24;45000;HIPOTECA;0;Empresa;A;5000;6.62;0;0.11;N;3
22;26000;ALQUILER;;Educacion;A;8500;6.17;1;0.33;N;3
25;45000;HIPOTECA;9;MejorasCasa;A;6800;6.03;0;0.15;N;2
22;45000;HIPOTECA;6;Personal;A;5000;6.99;0;0.11;N;3
26;45000;HIPOTECA;10;MejorasCasa;A;8000;6.99;0;0.18;N;2
22;27000;ALQUILER;2;Educacion;B;8500;12.21;1;0.31;N;2
24;39000;HIPOTECA;;PagoDeudas;A;7000;7.49;1;0.18;N;3
21;27120;ALQUILER;0;Educacion;A;8500;8.9;1;0.31;N;2
25;28500;ALQUILER;0;GastosMedicos;B;8500;11.14;0;0.3;N;3
22;45000;HIPOTECA;6;Empresa;A;5000;7.49;0;0.11;N;4
26;28700;ALQUILER;6;GastosMedicos;D;8500;13.55;1;0.3;Y;3
24;28800;ALQUILER;1;PagoDeudas;A;8500;;0;0.3;N;2
25;45000;HIPOTECA;4;GastosMedicos;A;5800;6.99;0;0.13;N;2
23;29520;ALQUILER;7;Educacion;D;8500;15.37;0;0.29;Y;2
21;29760;ALQUILER;1;PagoDeudas;B;8500;10.62;0;0.29;N;2
23;30000;ALQUILER;6;Educacion;C;8500;13.49;0;0.28;N;2
22;45000;HIPOTECA;2;Educacion;D;8000;16.49;0;0.18;N;2
23;45000;HIPOTECA;7;Educacion;B;14000;11.49;0;0.31;N;2
25;30000;ALQUILER;3;Educacion;C;8500;13.98;0;0.28;Y;4
23;32000;ALQUILER;0;GastosMedicos;C;8500;13.16;0;0.27;N;4
25;45000;HIPOTECA;4;Empresa;D;2000;15.62;0;0.04;Y;3
26;34000;ALQUILER;1;GastosMedicos;A;8500;7.88;0;0.25;N;3
22;30000;ALQUILER;4;MejorasCasa;D;8500;15.05;1;0.28;Y;4
23;45000;HIPOTECA;4;Empresa;B;4725;11.99;0;0.1;N;2
22;39000;HIPOTECA;;MejorasCasa;A;5500;5.99;1;0.14;N;4
25;38400;ALQUILER;9;Empresa;B;8500;10.99;0;0.22;N;2
22;40000;ALQUILER;1;Personal;C;8500;14.35;0;0.21;Y;2
24;45000;HIPOTECA;6;MejorasCasa;A;4075;5.42;0;0.09;N;3
23;34000;ALQUILER;5;Empresa;C;8500;13.92;1;0.25;N;3
26;45000;HIPOTECA;10;MejorasCasa;C;14125;13.99;0;0.31;Y;2
26;40500;ALQUILER;;PagoDeudas;A;8500;7.88;0;0.21;N;2
21;42000;ALQUILER;5;PagoDeudas;A;8500;7.51;0;0.2;N;4
26;39000;HIPOTECA;0;PagoDeudas;D;5600;16.49;1;0.14;Y;3
25;45000;HIPOTECA;6;MejorasCasa;B;10000;9.99;0;0.22;N;4
23;45000;HIPOTECA;8;Empresa;B;13000;10.99;0;0.29;N;2
24;39000;HIPOTECA;8;MejorasCasa;C;5000;;1;0.13;N;3
23;45000;HIPOTECA;2;PagoDeudas;A;6000;7.49;0;0.13;N;3
